locality	higherGeographyId	eventId	gearType	eventDateStart	eventDateStop	timeStartUtc3	timeEndUtc3	eventTime	eventDate	duration	collector1	collector2	collector3	collector4	collector1Orcid	collector2Orcid	collector3Orcid	collector4Orcid	latStartDecMin	longStartDecMin	latStopDecMin	longStopDecMin	minimumDepthInMeters	maximumDepthInMeters	maximumElevationInMeters	sampleIdsStart	sampleIdsStop	eventRemarks	latStart	longStart	parentEventID	samplingProtocol
		TOP_16	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_17	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_18	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_19	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_20	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_21	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_22	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_23	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_24	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_25	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_26	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_27	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_28	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_29	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_30	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_31	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_32	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_33	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_34	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_35	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_36	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_37	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_38	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_39	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_40	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_41	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_42	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_43	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_44	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_45	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_46	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_47	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_48	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_49	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
		TOP_50	TOP								Henri Robert																				https://www.wikidata.org/wiki/Q137398578	Top Predator Census | https://doi.org/10.5281/zenodo.11653690 | Regarding Top Predators (Birds and Marine Mammals), a total of 64 observation events (standard counts or punctual observations) were performed while crossing the Magellanic Area (MA), the Drake Passage (DP) and along the Antarctic Peninsula (AP). General notes on the observations for each species encountered during the voyage were taken. Remarkably, very low densities of birds during both crossings of the Drake Passage were observed compared to similar crossings performed at similar dates during previous years. Several species, although normally common or frequently observed during such transect e.g., the Southern Royal Albatross (Diomedea epomophora), Snow Petrel (Pagodroma nivea), White-headed Petrel (Pterodroma lessonii), Antarctic Petrel (Thalassoica antarctica), Kerguelen Petrel (Lugensa brevirostris) or Blue petrel (Halobaena caerulea) were absent during this voyage.
